,longer_beginning,longer_ending,has_author,has_equation,jupyter_prop,output_cell_prop,markdown_prop,num_contrib,image_prop,is_education,has_links,has_comments,md_frequency,has_title,num_commits,md_format,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,num_headers,has_param,num_stars
longer_beginning,1,0.22927807486631016,0.04965089216446858,0.19603680113234254,0.5076566125290023,0.4586340921710161,0.3053715967623252,0.07049808429118774,0.18075422626788037,0.4693760732684602,0.4312796208530806,0.5410605349601126,0.5491329479768786,0.48446866485013623,0.12509038322487345,0.438125,0.09886792452830188,0.5274186357556844,0.11249137336093858,0.11887608069164265,0.17135549872122763,0.22596153846153846,0.02558139534883721,0.16754320060105185,0.010268562401263823,0.03923019985196151
longer_ending,0.22927807486631016,1,0.0654490106544901,0.19332566168009205,0.22568460812086874,0.2383939774153074,0.29296424452133796,0.06437768240343347,0.11826923076923077,0.3622775800711744,0.3477859778597786,0.2492877492877493,0.2853519340519975,0.2597323600973236,0.12173913043478261,0.3333333333333333,0.10758620689655173,0.25816696914700543,0.10867052023121387,0.06635071090047394,0.1592920353982301,0.18039624608967675,0.03715170278637771,0.20293724966622162,0.004815409309791332,0.04450625869262865
has_author,0.04965089216446858,0.0654490106544901,1,0.06165703275529865,0.047666335650446874,0.0449438202247191,0.056572379367720464,0.011764705882352941,0.036753445635528334,0.05465288035450517,0.076158940397351,0.04838709677419355,0.04051316677920324,0.05525965379494008,0.08311688311688312,0.06801470588235294,0.03257328990228013,0.04572473708276177,0.06772009029345373,0.02729528535980149,0.0374251497005988,0.020537124802527645,0.0,0.06958762886597938,0.007194244604316547,0.0392156862745098
has_equation,0.19603680113234254,0.19332566168009205,0.06165703275529865,1,0.1861366941347552,0.16613418530351437,0.215,0.056838365896980464,0.14576271186440679,0.25622775800711745,0.21256931608133087,0.1944177093358999,0.2023047375160051,0.1834975369458128,0.12369597615499255,0.2564962279966471,0.07389162561576355,0.19326966803092316,0.1111111111111111,0.06524822695035461,0.09458023379383634,0.14037122969837587,0.08091286307053942,0.13767019667170954,0.021413276231263382,0.043327556325823226
jupyter_prop,0.5076566125290023,0.22568460812086874,0.047666335650446874,0.1861366941347552,1,0.5623268698060941,0.2086914995224451,0.041082648622522956,0.25085075352455033,0.5226752175904719,0.3384615384615385,0.7848939929328622,0.576605504587156,0.5822727272727273,0.11577424023154848,0.4124711316397229,0.09014778325123153,0.8338448049101271,0.15730337078651685,0.13124387855044076,0.22585227272727273,0.22035525684109458,0.029193468579910935,0.11319845857418112,0.012431626056688214,0.05724070450097847
output_cell_prop,0.4586340921710161,0.2383939774153074,0.0449438202247191,0.16613418530351437,0.5623268698060941,1,0.20593809222994314,0.04573378839590444,0.2546623794212219,0.426610348468849,0.3167447306791569,0.568348623853211,0.48863035430988894,0.44832826747720367,0.12060967528164347,0.3318753417167851,0.0012586532410320957,0.5784574468085106,0.16311584553928096,0.1245836109260493,0.16390532544378697,0.17647058823529413,0.026038001407459536,0.14276048714479025,0.008559201141226819,0.06726768377253814
markdown_prop,0.3053715967623252,0.29296424452133796,0.056572379367720464,0.215,0.2086914995224451,0.20593809222994314,1,0.06929133858267716,0.0990990990990991,0.3379160636758321,0.36062378167641324,0.2161137440758294,0.26662362814719176,0.286722257857601,0.1011826544021025,0.3564695801199657,0.08849557522123894,0.2292328642759873,0.08363636363636363,0.048994974874371856,0.09861932938856016,0.15226781857451405,0.0016556291390728477,0.2552552552552553,0.0035778175313059034,0.053763440860215055
num_contrib,0.07049808429118774,0.06437768240343347,0.011764705882352941,0.056838365896980464,0.041082648622522956,0.04573378839590444,0.06929133858267716,1,0.028530670470756064,0.06589427950760318,0.06145833333333333,0.06004842615012106,0.06590450571620712,0.05985686402081978,0.1700507614213198,0.07678571428571429,0.11419753086419752,0.06633119853613907,0.01972386587771203,0.033860045146726865,0.06195965417867435,0.05666156202143951,0.0,0.04081632653061224,0.022222222222222223,0.29831932773109243
image_prop,0.18075422626788037,0.11826923076923077,0.036753445635528334,0.14576271186440679,0.25085075352455033,0.2546623794212219,0.0990990990990991,0.028530670470756064,1,0.16154791154791154,0.08856926570779712,0.2419047619047619,0.2271892222902633,0.1676168757126568,0.10137672090112641,0.14356087262491204,0.003861003861003861,0.24153498871331827,0.13730255164034022,0.05155875299760192,0.1422924901185771,0.11681772406847936,0.045234248788368334,0.06553398058252427,0.01174496644295302,0.03556187766714083
is_education,0.4693760732684602,0.3622775800711744,0.05465288035450517,0.25622775800711745,0.5226752175904719,0.426610348468849,0.3379160636758321,0.06589427950760318,0.16154791154791154,1,0.49931506849315066,0.5443678160919541,0.48357565966612814,0.46238244514106586,0.14617006324666199,0.5641869651086241,0.1183345507669832,0.5601604278074866,0.14218009478672985,0.11202185792349727,0.18742216687422167,0.23834886817576564,0.05271084337349398,0.20756115641215717,0.009694258016405667,0.07641921397379912
has_links,0.4312796208530806,0.3477859778597786,0.076158940397351,0.21256931608133087,0.3384615384615385,0.3167447306791569,0.36062378167641324,0.06145833333333333,0.08856926570779712,0.49931506849315066,1,0.37464522232734154,0.3207114170969593,0.36713286713286714,0.13926499032882012,0.5583468395461912,0.11941848390446522,0.36804308797127466,0.13627992633517497,0.09915809167446211,0.17258064516129032,0.19642857142857142,0.013948497854077254,0.2301255230125523,0.015783540022547914,0.06431535269709543
has_comments,0.5410605349601126,0.2492877492877493,0.04838709677419355,0.1944177093358999,0.7848939929328622,0.568348623853211,0.2161137440758294,0.06004842615012106,0.2419047619047619,0.5443678160919541,0.37464522232734154,1,0.6059204440333025,0.5981818181818181,0.14257907542579076,0.44600280504908835,0.0923226433430515,0.8540659340659341,0.16926070038910507,0.14501953125,0.27626459143968873,0.2552362396492937,0.03524229074889868,0.14216163583252192,0.01569396763119176,0.05729417428984112
md_frequency,0.5491329479768786,0.2853519340519975,0.04051316677920324,0.2023047375160051,0.576605504587156,0.48863035430988894,0.26662362814719176,0.06590450571620712,0.2271892222902633,0.48357565966612814,0.3207114170969593,0.6059204440333025,1,0.5198329853862212,0.12082262210796915,0.3743787962451684,0.08658294778585592,0.6090828138913624,0.11662531017369727,0.11174968071519796,0.21540312876052947,0.25748884639898023,0.050764951321279554,0.13190383365821962,0.011026878015161957,0.041203400915631135
has_title,0.48446866485013623,0.2597323600973236,0.05525965379494008,0.1834975369458128,0.5822727272727273,0.44832826747720367,0.286722257857601,0.05985686402081978,0.1676168757126568,0.46238244514106586,0.36713286713286714,0.5981818181818181,0.5198329853862212,1,0.11680199875078076,0.4158747903856903,0.08483290488431877,0.6366890380313199,0.1382716049382716,0.11702127659574468,0.2315035799522673,0.23515003061849357,0.025725593667546173,0.15003219575016097,0.014093959731543624,0.05548387096774193
num_commits,0.12509038322487345,0.12173913043478261,0.08311688311688312,0.12369597615499255,0.11577424023154848,0.12060967528164347,0.1011826544021025,0.1700507614213198,0.10137672090112641,0.14617006324666199,0.13926499032882012,0.14257907542579076,0.12082262210796915,0.11680199875078076,1,0.15972812234494477,0.07883817427385892,0.1318181818181818,0.10638297872340426,0.08056042031523643,0.15167095115681234,0.1215323645970938,0.026525198938992044,0.12159709618874773,0.005865102639296188,0.07586206896551724
md_format,0.438125,0.3333333333333333,0.06801470588235294,0.2564962279966471,0.4124711316397229,0.3318753417167851,0.3564695801199657,0.07678571428571429,0.14356087262491204,0.5641869651086241,0.5583468395461912,0.44600280504908835,0.3743787962451684,0.4158747903856903,0.15972812234494477,1,0.13452914798206278,0.44872369010300045,0.12867355043685463,0.10641754670999187,0.19085631349782292,0.216793893129771,0.054003724394785846,0.22682268226822683,0.013979496738117428,0.07630878438331855
non_exec_prop,0.09886792452830188,0.10758620689655173,0.03257328990228013,0.07389162561576355,0.09014778325123153,0.0012586532410320957,0.08849557522123894,0.11419753086419752,0.003861003861003861,0.1183345507669832,0.11941848390446522,0.0923226433430515,0.08658294778585592,0.08483290488431877,0.07883817427385892,0.13452914798206278,1,0.09382151029748284,0.005235602094240838,0.036072144288577156,0.057104913678618856,0.0715307582260372,0.03237410071942446,0.09052631578947369,0.02100840336134454,0.06051873198847262
exec_inorder,0.5274186357556844,0.25816696914700543,0.04572473708276177,0.19326966803092316,0.8338448049101271,0.5784574468085106,0.2292328642759873,0.06633119853613907,0.24153498871331827,0.5601604278074866,0.36804308797127466,0.8540659340659341,0.6090828138913624,0.6366890380313199,0.1318181818181818,0.44872369010300045,0.09382151029748284,1,0.13407572383073496,0.12789115646258503,0.24875846501128668,0.23534756928668787,0.033424908424908424,0.1365920511649155,0.015137614678899083,0.06904435299497028
exec_skips,0.11249137336093858,0.10867052023121387,0.06772009029345373,0.1111111111111111,0.15730337078651685,0.16311584553928096,0.08363636363636363,0.01972386587771203,0.13730255164034022,0.14218009478672985,0.13627992633517497,0.16926070038910507,0.11662531017369727,0.1382716049382716,0.10638297872340426,0.12867355043685463,0.005235602094240838,0.13407572383073496,1,0.1273031825795645,0.14423076923076922,0.1355081555834379,0.020737327188940093,0.08709677419354839,0.015267175572519083,0.04590818363273453
has_error,0.11887608069164265,0.06635071090047394,0.02729528535980149,0.06524822695035461,0.13124387855044076,0.1245836109260493,0.048994974874371856,0.033860045146726865,0.05155875299760192,0.11202185792349727,0.09915809167446211,0.14501953125,0.11174968071519796,0.11702127659574468,0.08056042031523643,0.10641754670999187,0.036072144288577156,0.12789115646258503,0.1273031825795645,1,0.13324873096446702,0.1386271870794078,0.052054794520547946,0.0962566844919786,0.021021021021021023,0.028761061946902654
has_export,0.17135549872122763,0.1592920353982301,0.0374251497005988,0.09458023379383634,0.22585227272727273,0.16390532544378697,0.09861932938856016,0.06195965417867435,0.1422924901185771,0.18742216687422167,0.17258064516129032,0.27626459143968873,0.21540312876052947,0.2315035799522673,0.15167095115681234,0.19085631349782292,0.057104913678618856,0.24875846501128668,0.14423076923076922,0.13324873096446702,1,0.2486126526082131,0.06420545746388442,0.11194029850746269,0.016420361247947456,0.029045643153526972
num_functions,0.22596153846153846,0.18039624608967675,0.020537124802527645,0.14037122969837587,0.22035525684109458,0.17647058823529413,0.15226781857451405,0.05666156202143951,0.11681772406847936,0.23834886817576564,0.19642857142857142,0.2552362396492937,0.25748884639898023,0.23515003061849357,0.1215323645970938,0.216793893129771,0.0715307582260372,0.23534756928668787,0.1355081555834379,0.1386271870794078,0.2486126526082131,1,0.1059245960502693,0.1715076071922545,0.012389380530973451,0.021994134897360705
has_test,0.02558139534883721,0.03715170278637771,0.0,0.08091286307053942,0.029193468579910935,0.026038001407459536,0.0016556291390728477,0.0,0.045234248788368334,0.05271084337349398,0.013948497854077254,0.03524229074889868,0.050764951321279554,0.025725593667546173,0.026525198938992044,0.054003724394785846,0.03237410071942446,0.033424908424908424,0.020737327188940093,0.052054794520547946,0.06420545746388442,0.1059245960502693,1,0.04054054054054054,0.0,0.0
num_headers,0.16754320060105185,0.20293724966622162,0.06958762886597938,0.13767019667170954,0.11319845857418112,0.14276048714479025,0.2552552552552553,0.04081632653061224,0.06553398058252427,0.20756115641215717,0.2301255230125523,0.14216163583252192,0.13190383365821962,0.15003219575016097,0.12159709618874773,0.22682268226822683,0.09052631578947369,0.1365920511649155,0.08709677419354839,0.0962566844919786,0.11194029850746269,0.1715076071922545,0.04054054054054054,1,0.011869436201780416,0.042505592841163314
has_param,0.010268562401263823,0.004815409309791332,0.007194244604316547,0.021413276231263382,0.012431626056688214,0.008559201141226819,0.0035778175313059034,0.022222222222222223,0.01174496644295302,0.009694258016405667,0.015783540022547914,0.01569396763119176,0.011026878015161957,0.014093959731543624,0.005865102639296188,0.013979496738117428,0.02100840336134454,0.015137614678899083,0.015267175572519083,0.021021021021021023,0.016420361247947456,0.012389380530973451,0.0,0.011869436201780416,1,0.0213903743315508
num_stars,0.03923019985196151,0.04450625869262865,0.0392156862745098,0.043327556325823226,0.05724070450097847,0.06726768377253814,0.053763440860215055,0.29831932773109243,0.03556187766714083,0.07641921397379912,0.06431535269709543,0.05729417428984112,0.041203400915631135,0.05548387096774193,0.07586206896551724,0.07630878438331855,0.06051873198847262,0.06904435299497028,0.04590818363273453,0.028761061946902654,0.029045643153526972,0.021994134897360705,0.0,0.042505592841163314,0.0213903743315508,1
